Date,VNIndex,DJIA,Interest rate,Exchange rate,rVNIndex,rDJIA
30/11/2022,"1,032.16","33,795.43",7.16,"23,693",2.597982071,-0.154841838
29/11/2022,"1,005.69","33,847.80",5.46,"23,698",3.462905755,-0.992523275
28/11/2022,971.46,"34,185.42",4.64,"23,703",2.475154624,-0.080762057
25/11/2022,947.71,"34,213.04",4.04,"23,700",0.180597923,0.35567183
24/11/2022,946,"34,091.57",3.03,"23,688",-0.644850822,0.829204408
23/11/2022,952.12,"33,810.05",3.23,"23,688",-0.891906141,0.116127568
22/11/2022,960.65,"33,770.81",4.1,"23,682",-0.899497251,0.487464121
21/11/2022,969.33,"33,606.59",4.92,"23,663",0.007221744,0.985571103
18/11/2022,969.26,"33,277.00",5.48,"23,637",2.757266128,-0.831732982
17/11/2022,942.9,"33,554.93",6.51,"23,586",3.342989753,-0.742403562
16/11/2022,911.9,"33,804.97",7.02,"23,541",-3.145531171,0.471454644
15/11/2022,941.04,"33,645.97",7.47,"23,541",-1.423342609,-0.450094557
14/11/2022,954.53,"33,797.75",6.61,"23,497",0.766657977,1.592120674
11/11/2022,947.24,"33,263.91",7.86,"23,480",-2.987935527,0.783001865
10/11/2022,975.97,"33,004.47",8.44,"23,451",-0.580298111,0.212044448
9/11/2022,981.65,"32,934.56",7.88,"23,432",0.660250554,1.376720587
8/11/2022,975.19,"32,484.25",5.26,"23,422",-2.226888619,0.677199517
7/11/2022,997.15,"32,265.01",4.93,"23,422",-1.105038721,0.871475519
4/11/2022,"1,008.23","31,985.05",4.98,"23,417",-1.472887975,-1.831581004
3/11/2022,"1,023.19","32,576.28",5.06,"23,417",-1.026776938,-1.072709938
2/11/2022,"1,033.75","32,927.61",5.16,"23,423",0.563616778,0.779215536
1/11/2022,"1,027.94","32,672.03",5.12,"23,412",-0.029180325,1.441906567
31/10/2022,"1,028.24","32,204.31",5.08,"23,400",0.022370821,0.442439973
28/10/2022,"1,028.01","32,062.14",4.89,"23,400",3.428703749,1.014733025
27/10/2022,993.36,"31,738.44",4.68,"23,371",-0.435949381,0.869565331
26/10/2022,997.7,"31,463.65",4.61,"23,346",1.164415707,0.675401683
25/10/2022,986.15,"31,251.86",4.26,"23,346",-3.357294727,3.122231338
24/10/2022,"1,019.82","30,291.18",4.25,"23,334",-3.717943269,-0.397805579
21/10/2022,"1,058.45","30,411.92",4.21,"23,324",0.218482157,-0.089135822
20/10/2022,"1,056.14","30,439.04",4.17,"23,324",-0.709503873,-1.160913336
19/10/2022,"1,063.66","30,794.47",4.2,"23,316",1.142199593,2.415371623
18/10/2022,"1,051.58","30,059.58",4.29,"23,301",-0.971887485,-0.394601861
17/10/2022,"1,061.85","30,178.43",4.62,"23,301",1.02800928,4.828690149
14/10/2022,"1,050.99","28,755.83",5.9,"23,295",1.551474212,-1.645973131
13/10/2022,"1,034.81","29,233.06",6.88,"23,283",2.803697591,0.507080687
12/10/2022,"1,006.20","29,085.20",5.71,"23,283",-3.542163078,-1.145715804
11/10/2022,"1,042.48","29,420.35",5.21,"23,277",0.632222238,-0.896435141
10/10/2022,"1,035.91","29,685.27",4.42,"23,257",-3.659378276,-1.739392073
7/10/2022,"1,074.52","30,206.13",4.42,"23,244",-2.730137714,0.42389076
6/10/2022,"1,104.26","30,078.36",3.88,"23,253",2.393809319,0.840301661
5/10/2022,"1,078.14","29,826.67",3.58,"23,263",-0.766896181,3.311100758
4/10/2022,"1,086.44","28,855.25",3.74,"23,263",-4.117685221,-0.923731798
3/10/2022,"1,132.11","29,123.03",3.82,"23,281",0.534945346,-1.241513114
30/09/2022,"1,126.07","29,486.85",3.77,"23,261",-1.54649752,0.981267896
29/09/2022,"1,143.62","29,198.92",2.73,"23,245",-1.984343256,-0.753891402
28/09/2022,"1,166.54","29,419.88",2.49,"23,227",-0.667270054,-0.149005787
27/09/2022,"1,174.35","29,463.75",2.43,"23,219",-2.433635832,-1.080325585
26/09/2022,"1,203.28","29,783.78",2.05,"23,221",-0.944597136,-1.402763203
23/09/2022,"1,214.70","30,204.52",1.99,"23,211",0.342233094,-2.11399819
22/09/2022,"1,210.55","30,849.84",2.27,"23,212",-0.689862294,-0.125335363
21/09/2022,"1,218.93","30,888.53",2.71,"23,212",0.563553266,1.034484634
20/09/2022,"1,212.08","30,570.64",3.3,"23,234",-1.79473443,-0.147385792
19/09/2022,"1,234.03","30,615.73",3.98,"23,232",-0.938027356,-1.648714444
16/09/2022,"1,245.66","31,124.68",4.29,"23,237",0.39333553,-0.052484756
15/09/2022,"1,240.77","31,141.02",4.42,"23,222",-0.613057678,-2.7413086
14/09/2022,"1,248.40","32,006.50",4.36,"23,205",-0.097677368,-0.790580438
13/09/2022,"1,249.62","32,260.54",4.16,"23,205",0.067243038,1.19845343
12/9/2022,"1,248.78","31,876.22",4.1,"23,192",1.142004374,1.244591153
9/9/2022,"1,234.60","31,481.95",4.03,"23,192",-0.691753809,1.157876935
8/9/2022,"1,243.17","31,119.53",4.18,"23,173",-2.716219308,-0.920570879
7/9/2022,"1,277.40","31,407.33",4.19,"23,160",-0.170513694,-1.394897999
6/9/2022,"1,279.58","31,848.50",4.68,"23,153",-0.072653699,1.244568462
5/9/2022,"1,280.51","31,454.58",5.13,"23,153",0.087503424,-1.177509859
31/08/2022,"1,279.39","31,827.15",5.01,"23,163",0.673677843,-1.131440008
30/08/2022,"1,270.80","32,189.30",3.67,"23,174",-0.921925406,0.403524526
29/08/2022,"1,282.57","32,059.67",2.8,"23,176",-0.677584124,-3.77612263
26/08/2022,"1,291.29","33,293.43",2.16,"23,175",1.100285585,0.796594219
25/08/2022,"1,277.16","33,029.27",1.4,"23,182",0.498437042,0.395157191
24/08/2022,"1,270.81","32,899.01",1.15,"23,182",0.820155986,-0.408023738
23/08/2022,"1,260.43","33,033.52",0.96,"23,178",-0.691809006,-0.967558865
22/08/2022,"1,269.18","33,354.69",0.83,"23,163",-0.352362291,-1.419924947
19/08/2022,"1,273.66","33,831.68",0.76,"23,154",-0.127111679,-0.44292112
18/08/2022,"1,275.28","33,981.86",0.73,"23,161",0.046275055,-0.140241197
17/08/2022,"1,274.69","34,029.55",0.71,"23,176",0.038448109,0.309621917
16/08/2022,"1,274.20","33,924.35",0.72,"23,201",0.935931106,0.858250361
15/08/2022,"1,262.33","33,634.44",0.68,"23,192",0.816103798,0.607530427
12/8/2022,"1,252.07","33,430.72",0.69,"23,196",-0.353189634,-0.062168982
11/8/2022,"1,256.50","33,451.51",0.82,"23,207",-0.186852779,0.963869543
10/8/2022,"1,258.85","33,130.63",0.88,"23,212",0.16695822,0.980535167
9/8/2022,"1,256.75","32,807.36",0.88,"23,212",0.349925231,-0.458721144
8/8/2022,"1,252.36","32,958.20",0.87,"23,213",0.168623997,1.356963365
5/8/2022,"1,250.25","32,513.99",0.71,"23,214",0.039199844,-0.89315177
4/8/2022,"1,249.76","32,805.69",0.68,"23,224",0.653455432,0.763568505
3/8/2022,"1,241.62","32,556.15",0.69,"23,245",0.830585008,-0.359622455
2/8/2022,"1,231.35","32,673.44",0.6,"23,225",2.052843576,-0.251478258
1/8/2022,"1,206.33","32,755.71",0.44,"23,225",-0.148273961,0.735670877
29/07/2022,"1,208.12","32,515.62",0.37,"23,201",1.42385573,0.982805249
28/07/2022,"1,191.04","32,197.62",0.38,"23,198",0.502503046,0.955835076
27/07/2022,"1,185.07","31,891.33",0.38,"23,183",-0.289016325,-0.183924676
26/07/2022,"1,188.50","31,950.04",0.37,"23,170",-0.246225854,-0.112643747
25/07/2022,"1,191.43","31,986.05",0.37,"23,177",-0.589147693,-0.56698124
22/07/2022,"1,198.47","32,167.92",0.37,"23,177",0.361948226,1.067072076
21/07/2022,"1,194.14","31,826.49",0.36,"23,178",1.332807921,-0.010996524
20/07/2022,"1,178.33","31,829.99",0.37,"23,171",0.156275246,2.108405787
19/07/2022,"1,176.49","31,165.91",0.38,"23,144",-0.234321382,-1.253394054
18/07/2022,"1,179.25","31,559.00",0.38,"23,121",-0.247308949,2.514411505
15/07/2022,"1,182.17","30,775.37",0.42,"23,112",0.700315669,1.056958903
14/07/2022,"1,173.92","30,451.80",0.42,"23,112",0.039192632,-0.953771261
13/07/2022,"1,173.46","30,743.63",0.39,"23,110",1.560525495,-1.195288359
12/7/2022,"1,155.29","31,113.31",0.4,"23,099",-1.377138587,-0.225533096
11/7/2022,"1,171.31","31,183.56",0.45,"23,092",0.413211355,-0.527315321
8/7/2022,"1,166.48","31,348.43",0.48,"23,102",1.45679126,0.504581566
7/7/2022,"1,149.61","31,190.65",0.33,"23,105",-2.718430726,0.75095348
6/7/2022,"1,181.29","30,957.30",0.38,"23,105",-1.198254002,0.83096996
5/7/2022,"1,195.53","30,701.12",0.53,"23,101",-0.910913876,-0.129715658
4/7/2022,"1,206.47","30,740.97",0.74,"23,089",0.737918634,0.13163743
1/7/2022,"1,197.60","30,700.53",0.93,"23,087",-1.696450406,-1.119295624
30/06/2022,"1,218.09","31,046.09",1.04,"23,092",-0.000820954,-1.607060307
29/06/2022,"1,218.10","31,549.05",1.14,"23,089",1.262346786,-0.050765186
28/06/2022,"1,202.82","31,565.07",1.32,"23,089",1.4521044,2.18850873
27/06/2022,"1,185.48","30,881.77",1.57,"23,093",-0.286393161,1.013611143
24/06/2022,"1,188.88","30,570.33",1.75,"23,093",1.663206501,0.714873807
23/06/2022,"1,169.27","30,352.57",1.91,"23,089",-0.27330122,0.919723843
22/06/2022,"1,172.47","30,074.69",1.98,"23,071",-0.674072943,0.781072074
21/06/2022,"1,180.40","29,840.70",2.05,"23,065",-3.166053575,-1.546390001
20/06/2022,"1,218.37","30,305.74",2.07,"23,065",-1.487603808,-0.869835816
17/06/2022,"1,236.63","30,570.50",2,"23,062",1.852690757,-0.079816358
16/06/2022,"1,213.93","30,594.91",1.91,"23,057",-1.34031398,-1.781717374
15/06/2022,"1,230.31","31,144.91",1.78,"23,057",0.266140512,-2.875617674
14/06/2022,"1,227.04","32,053.52",1.7,"23,062",-4.543774359,-2.389369018
13/06/2022,"1,284.08","32,828.62",1.63,"23,069",-1.830382752,-0.784187572
10/6/2022,"1,307.80","33,087.07",1.56,"23,069",-0.008410718,0.923156817
9/6/2022,"1,307.91","32,783.03",1.37,"23,066",1.274226054,-0.756699607
8/6/2022,"1,291.35","33,032.04",1.37,"23,060",0.103821251,0.092862076
7/6/2022,"1,290.01","33,001.38",1.4,"23,057",0.157487067,0.584620598
6/6/2022,"1,287.98","32,809.01",1.43,"23,089",-0.049677871,-1.052987264
3/6/2022,"1,288.62","33,156.31",1.29,"23,109",-0.842308719,0.390672832
2/6/2022,"1,299.52","33,027.03",1.33,"23,109",0.527738282,0.887872586
1/6/2022,"1,292.68","32,735.09",1.51,"23,105",-0.095878767,1.451630006
31/05/2022,"1,293.92","32,263.33",1.85,"23,103",0.656751877,1.395223979
30/05/2022,"1,285.45","31,816.31",2.05,"23,103",1.321856977,0.310700424
27/05/2022,"1,268.57","31,717.61",2.11,"23,117",0.011036657,0.696196463
26/05/2022,"1,268.43","31,497.56",2.11,"23,145",2.802154714,0.224459566
25/05/2022,"1,233.38","31,426.94",2.11,"23,145",1.188339522,0.52423522
24/05/2022,"1,218.81","31,262.62",2.12,"23,142",-1.780882351,-3.785248973
23/05/2022,"1,240.71","32,468.67",2.11,"23,140",-0.074929002,-0.432925921
20/05/2022,"1,241.64","32,609.54",2.11,"23,160",0.070899133,1.412556112
19/05/2022,"1,240.76","32,152.15",2.11,"23,160",1.003600782,0.548119176
18/05/2022,"1,228.37","31,976.40",2.11,"23,163",4.701905915,0.87117342
17/05/2022,"1,171.95","31,699.04",2.1,"23,163",-0.9190117,-1.329335921
16/05/2022,"1,182.77","32,123.24",2.09,"23,151",-4.631631278,-1.178617185
13/05/2022,"1,238.84","32,504.09",2.08,"23,141",-4.936503761,-0.555553064
12/5/2022,"1,301.53","32,685.17",2.08,"23,143",0.614238817,-0.271039846
11/5/2022,"1,293.56","32,773.88",2.01,"23,135",1.868046424,-3.243032564
10/5/2022,"1,269.62","33,854.17",2.03,"23,130",-4.590475331,2.036206493
9/5/2022,"1,329.26","33,171.80",2.08,"23,130",-2.336217838,0.258716502
6/5/2022,"1,360.68","33,086.09",2.13,"23,128",0.885823845,0.325742161
5/5/2022,"1,348.68","32,978.49",2.18,"23,128",-1.284094866,-2.422087833
4/5/2022,"1,366.11","33,787.01",2.19,"23,140",1.112962797,1.07435655
29/04/2022,"1,350.99","33,425.96",2.18,"23,140",-0.205563597,-0.074644634
28/04/2022,"1,353.77","33,450.92",2.17,"23,140",0.92241787,-1.3556644
27/04/2022,"1,341.34","33,907.49",2.2,"23,135",2.29399335,0.519936818
26/04/2022,"1,310.92","33,731.65",2.19,"23,135",-5.079619163,-2.909185905
25/04/2022,"1,379.23","34,727.38",2.19,"23,128",0.656135967,-1.518671868
22/04/2022,"1,370.21","35,258.80",2.18,"23,123",-1.053394037,0.843422262
21/04/2022,"1,384.72","34,962.67",2.13,"23,123",-1.213789194,1.638076407
20/04/2022,"1,401.63","34,394.62",2.11,"23,123",-2.185513012,-0.049036344
19/04/2022,"1,432.60","34,411.49",2.15,"23,117",-1.795867244,-0.628536708
18/04/2022,"1,458.56","34,628.46",2.24,"23,112",-0.925389109,1.342615789
15/04/2022,"1,472.12","34,166.64",2.31,"23,107",-0.344486527,-0.717043164
14/04/2022,"1,477.20","34,412.51",2.4,"23,106",1.497069683,-0.630799403
13/04/2022,"1,455.25","34,630.27",2.47,"23,106",-1.82148197,0.176388578
12/4/2022,"1,482.00","34,569.24",2.51,"23,106",-1.363802196,0.376765736
8/4/2022,"1,502.35","34,439.24",2.54,"23,108",-1.358586304,-0.235210358
7/4/2022,"1,522.90","34,520.34",2.54,"23,108",0.188634037,-1.025966009
6/4/2022,"1,520.03","34,876.33",2.56,"23,101",-0.306759789,0.219156355
5/4/2022,"1,524.70","34,799.98",2.55,"23,101",0.543218682,0.16994327
4/4/2022,"1,516.44","34,740.89",2.56,"23,105",1.614744966,-1.317188412
1/4/2022,"1,492.15","35,201.52",2.57,"23,100",0.109968965,-0.204639579
31/03/2022,"1,490.51","35,273.63",2.51,"23,098",-0.485231537,0.452578045
30/03/2022,"1,497.76","35,114.35",2.52,"23,098",0.978222726,0.804380427
29/03/2022,"1,483.18","34,833.03",2.54,"23,095",-1.027617639,0.37575139
28/03/2022,"1,498.50","34,702.39",2.74,"23,095",-0.111382725,0.855405076
25/03/2022,"1,500.17","34,406.81",2.9,"23,100",-0.144545755,-0.989168026
24/03/2022,"1,502.34","34,748.84",2.89,"23,135",-0.095804566,0.477701851
23/03/2022,"1,503.78","34,583.24",2.95,"23,151",0.588917677,-0.250126154
22/03/2022,"1,494.95","34,669.85",3.08,"23,146",1.358393534,0.587621239
21/03/2022,"1,474.78","34,466.72",3.4,"23,151",0.915500311,1.376929361
18/03/2022,"1,461.34","33,995.39",3.32,"23,151",0.137639673,1.009508743
17/03/2022,"1,459.33","33,653.93",2.59,"23,148",0.452599783,1.994748268
16/03/2022,"1,452.74","32,989.27",2.27,"23,147",0.447742893,-0.033641645
15/03/2022,"1,446.25","33,000.37",2.42,"23,143",-1.393188536,-0.842942893
14/03/2022,"1,466.54","33,279.72",2.42,"23,146",-0.851438798,0.521040926
11/3/2022,"1,479.08","33,106.77",2.56,"23,142",0.361688543,0.746889917
10/3/2022,"1,473.74","32,860.42",2.3,"23,142",0.002035658,-0.075290225
9/3/2022,"1,473.71","32,885.17",1.48,"23,167",-1.704854328,-2.090141044
8/3/2022,"1,499.05","33,579.75",1.03,"23,188",-0.418056913,-0.225120337
7/3/2022,"1,505.33","33,655.43",1,"23,186",0.021924507,-0.938785483
4/3/2022,"1,505.00","33,972.87",0.98,"23,178",1.302801889,1.762002624
3/3/2022,"1,485.52","33,379.51",1,"23,164",-0.928014057,-1.291730087
2/3/2022,"1,499.37","33,813.48",1.02,"23,164",0.618165541,-0.16884324
1/3/2022,"1,490.13","33,870.62",0.98,"23,162",-0.58614697,1.767489314
28/02/2022,"1,498.89","33,277.22",1.04,"23,172",0.269896681,1.352029557
25/02/2022,"1,494.85","32,830.33",1.09,"23,171",-1.160580341,-2.558020619
24/02/2022,"1,512.30","33,680.97",1.11,"23,159",0.585590097,-0.866518584
23/02/2022,"1,503.47","33,974.09",1.14,"23,151",-0.489001774,-0.985179722
22/02/2022,"1,510.84","34,310.45",1.17,"23,151",0.397920729,-1.584617679
21/02/2022,"1,504.84","34,858.47",1.26,"23,143",-0.209105801,-0.267467854
18/02/2022,"1,507.99","34,951.83",1.47,"23,133",1.05931146,0.76292028
17/02/2022,"1,492.10","34,686.19",1.8,"23,137",-0.043553278,-0.023954792
16/02/2022,"1,492.75","34,694.50",0.73,"23,140",1.402521042,-1.63917453
15/02/2022,"1,471.96","35,267.89",0.73,"23,146",-2.000961278,-1.023779477
14/02/2022,"1,501.71","35,630.81",0.81,"23,146",-0.337710143,0.044662339
11/2/2022,"1,506.79","35,614.90",0.98,"23,131",-0.256508119,1.283567683
10/2/2022,"1,510.66","35,160.68",1.12,"23,130",0.642175102,0.148856437
9/2/2022,"1,500.99","35,108.38",1.12,"23,130",0.222100036,0.036009283
8/2/2022,"1,497.66","35,095.74",1.27,"23,133",1.256475198,-1.201841479
7/2/2022,"1,478.96","35,520.08",1.34,"23,119",0.555986407,0.40026418
28/01/2022,"1,470.76","35,378.19",1.05,"23,119",-0.732981191,0.642909043
27/01/2022,"1,481.58","35,151.47",0.91,"23,113",0.135082218,1.318125044
26/01/2022,"1,479.58","34,691.17",0.85,"23,119",2.73165593,1.615490596
25/01/2022,"1,439.71","34,135.24",0.75,"23,116",-2.278475275,-0.369928982
24/01/2022,"1,472.89","34,261.75",0.64,"23,096",0.51664575,-0.753304871
21/01/2022,"1,465.30","34,520.82",0.65,"23,090",1.548126061,0.972769581
20/01/2022,"1,442.79","34,186.64",0.65,"23,090",0.267200764,0.339978865
19/01/2022,"1,438.94","34,070.61",0.64,"23,108",-0.961353011,-1.835325311
18/01/2022,"1,452.84","34,701.69",0.63,"23,104",-2.928798692,-1.148852214
17/01/2022,"1,496.02","35,102.66",0.64,"23,090",-0.002005301,-0.878230634
14/01/2022,"1,496.05","35,412.30",0.63,"23,081",-0.961904069,-0.701974882
13/01/2022,"1,510.51","35,661.76",0.61,"23,099",1.426871609,-0.934080064
12/1/2022,"1,489.11","35,996.43",0.65,"23,099",-0.975676173,-0.874199235
11/1/2022,"1,503.71","36,312.49",0.64,"23,099",-1.633838975,-0.065162948
10/1/2022,"1,528.48","36,336.16",0.65,"23,070",-0.367011233,0.766106273
7/1/2022,"1,534.10","36,058.85",0.65,"23,076",0.759016927,-0.322175164
6/1/2022,"1,522.50","36,175.21",0.61,"23,068",-0.202094502,-0.205399328
5/1/2022,"1,525.58","36,249.59",0.64,"23,062",1.122574105,-0.438929922
4/1/2022,"1,508.55","36,409.05",0.63,"23,077",1.508116691,-0.857499923
31/12/2021,"1,485.97","36,722.60",0.64,"23,077",-0.335245012,0.236100581
30/12/2021,"1,490.96","36,636.00",0.63,"23,100",-0.229788903,0.861903323
29/12/2021,"1,494.39","36,321.59",0.63,"23,119",0.369393737,-0.176763249
28/12/2021,"1,488.88","36,385.85",0.63,"23,097",0.799084467,-0.374799862
27/12/2021,"1,477.03","36,522.48",0.64,"23,085",1.368124162,0.277858612
24/12/2021,"1,456.96","36,421.14",0.65,"23,082",-1.411444974,0.324926827
23/12/2021,"1,477.67","36,302.99",0.63,"23,082",-0.072385092,0.96464131
22/12/2021,"1,478.74","35,954.48",0.65,"23,096",0.095396936,0.479698258
21/12/2021,"1,477.33","35,782.42",0.65,"23,110",-0.166378136,0.815756326
20/12/2021,"1,479.79","35,491.71",0.63,"23,105",0.215126588,1.196734123
17/12/2021,"1,476.61","35,069.50",0.63,"23,125",0.075200453,-0.434248748
16/12/2021,"1,475.50","35,222.12",0.63,"23,138",-0.035236082,-1.62766717
15/12/2021,"1,476.02","35,800.11",0.63,"23,138",-0.012871626,-0.657524274
14/12/2021,"1,476.21","36,036.28",0.62,"23,128",0.861983397,1.360433679
13/12/2021,"1,463.54","35,549.35",0.62,"23,137",-0.302914761,-0.158470799
10/12/2021,"1,467.98","35,605.73",0.66,"23,134",1.03463956,-0.987087391
9/12/2021,"1,452.87","35,958.93",0.6,"23,145",0.420742506,0.357657241
8/12/2021,"1,446.77","35,830.55",0.6,"23,145",2.320799182,0.302685758
7/12/2021,"1,413.58","35,722.26",0.61,"23,145",-2.082052178,0.015145765
6/12/2021,"1,443.32","35,716.85",0.61,"23,154",-2.648024907,0.8233292
3/12/2021,"1,482.05","35,423.99",0.65,"23,142",-0.21164457,2.256987365
2/12/2021,"1,485.19","34,633.43",0.65,"23,174",0.455523238,-0.171219556
1/12/2021,"1,478.44","34,692.78",0.65,"23,193",-0.431954453,1.793093544
30/11/2021,"1,484.84","34,076.25",0.65,"23,193",-0.550058978,-1.753192558
29/11/2021,"1,493.03","34,678.94",0.64,"23,193",-0.519735023,-1.084243671
26/11/2021,"1,500.81","35,056.99",0.65,"23,183",0.798751939,0.112108947
25/11/2021,"1,488.87","35,017.71",0.64,"23,190",1.709779162,-0.991648319
24/11/2021,"1,463.63","35,366.69",0.66,"23,184",1.125444738,-1.084446573
23/11/2021,"1,447.25","35,752.31",0.65,"23,217",-0.351773021,0.370985051
22/11/2021,"1,452.35","35,619.92",0.65,"23,217",-1.196381366,-0.03225203
19/11/2021,"1,469.83","35,631.41",0.66,"23,222",-0.408734715,-0.692712232
18/11/2021,"1,475.85","35,879.09",0.67,"23,195",0.638958093,-0.062969505
17/11/2021,"1,466.45","35,901.69",0.66,"23,191",-0.687731642,-0.716086943
16/11/2021,"1,476.57","36,159.70",0.67,"23,207",0.21695365,0.231242527
15/11/2021,"1,473.37","36,076.18",0.67,"23,175",0.750756323,-0.145834782
12/11/2021,"1,462.35","36,128.83",0.66,"23,175",-0.182416349,0.45788407
11/11/2021,"1,465.02","35,963.78",0.67,"23,196",0.240558868,-0.208326002
10/11/2021,"1,461.50","36,038.78",0.65,"23,237",-0.414466618,-0.720149901
9/11/2021,"1,467.57","36,299.25",0.66,"23,210",0.756480858,-0.289613755
8/11/2021,"1,456.51","36,404.53",0.65,"23,165",0.562509014,-0.032765279
5/11/2021,"1,448.34","36,416.46",0.67,"23,127",0.279329791,0.406438128
4/11/2021,"1,444.30","36,268.75",0.68,"23,127",-0.563389551,0.445699677
3/11/2021,"1,452.46","36,107.46",0.68,"23,127",0.933109076,0.134051045
2/11/2021,"1,438.97","36,059.09",0.68,"23,143",-0.367642372,0.344416974
1/11/2021,"1,444.27","35,935.11",0.69,"23,139",0.434379022,0.282741593
29/10/2021,"1,438.01","35,833.65",0.68,"23,143",1.047883955,0.339278884
28/10/2021,"1,423.02","35,712.28",0.68,"23,145",2.230565184,0.468357324
27/10/2021,"1,391.63","35,545.41",0.64,"23,145",0.448681538,-0.812603483
26/10/2021,"1,385.40","35,835.43",0.64,"23,147",-0.276792842,0.123920666
25/10/2021,"1,389.24","35,791.05",0.64,"23,141",0.322277416,0.275391743
22/10/2021,"1,384.77","35,692.62",0.66,"23,133",-0.649976916,0.238147645
21/10/2021,"1,393.80","35,607.72",0.64,"23,118",-0.109711642,0.245754119
20/10/2021,"1,395.33","35,520.32",0.64,"23,112",-0.0143325,0.127219384
19/10/2021,"1,395.53","35,475.16",0.63,"23,112",0.202996236,0.423133057
18/10/2021,"1,392.70","35,325.37",0.65,"23,116",0.061051159,0.295833922
15/10/2021,"1,391.85","35,221.02",0.64,"23,114",-0.004310716,0.562008693
14/10/2021,"1,391.91","35,023.63",0.64,"23,107",-0.207413117,1.671080542
13/10/2021,"1,394.80","34,443.22",0.65,"23,104",0.050916315,0.204923554
12/10/2021,"1,394.09","34,372.71",0.5,"23,115",1.544041489,-0.390361336
11/10/2021,"1,372.73","34,507.15",0.63,"23,115",0.49220173,-0.625849388
8/10/2021,"1,365.99","34,723.79",0.69,"23,105",0.232335811,-0.097234719
7/10/2021,"1,362.82","34,757.57",0.64,"23,100",0.602772805,0.715636653
6/10/2021,"1,354.63","34,509.72",0.65,"23,109",1.120208287,0.904578924
5/10/2021,"1,339.54","34,198.96",0.65,"23,123",0.347737999,0.4798482
4/10/2021,"1,334.89","34,035.25",0.64,"23,133",-0.535685549,-0.812637312
1/10/2021,"1,342.06","34,312.96",0.65,"23,133",0.212585907,1.120291608
30/09/2021,"1,339.21","33,930.70",0.66,"23,152",-0.00746681,-1.571056784
29/09/2021,"1,339.31","34,467.98",0.69,"23,140",1.074964373,0.313535173
28/09/2021,"1,324.99","34,360.08",0.71,"23,150",-1.956597154,-1.121795737
27/09/2021,"1,351.17","34,747.70",0.73,"23,140",-0.117606608,0.024263542
24/09/2021,"1,352.76","34,739.27",0.75,"23,131",0.153878052,-0.066300653
23/09/2021,"1,350.68","34,762.31",0.77,"23,145",0.805796549,1.349627725
22/09/2021,"1,339.84","34,296.30",0.79,"23,131",-0.790988096,0.84749136
21/09/2021,"1,350.48","34,006.87",0.83,"23,129",-0.159815359,-0.055091334
20/09/2021,"1,352.64","34,025.61",0.87,"23,136",0.50175943,-1.267762933
17/09/2021,"1,345.87","34,459.72",0.9,"23,142",0.002972099,-0.803905275
16/09/2021,"1,345.83","34,737.86",0.92,"23,142",0.45652148,-0.208229973
15/09/2021,"1,339.70","34,810.27",0.93,"23,145",-0.129050083,0.660950578
14/09/2021,"1,341.43","34,580.95",0.93,"23,147",-0.288826064,-0.9381565
13/09/2021,"1,345.31","34,906.90",0.96,"23,164",0.098910873,0.693956134
10/9/2021,"1,343.98","34,665.50",0.96,"23,160",0.774581011,-0.816178151
9/9/2021,"1,333.61","34,949.59",0.97,"23,159",-0.61969692,-0.181496839
8/9/2021,"1,341.90","35,013.08",0.94,"23,159",-0.334041653,-0.212181072
7/9/2021,"1,346.39","35,087.45",0.98,"23,177",0.875785146,-0.81120854
6/9/2021,"1,334.65","35,373.24",1,"28,181",0.238549016,-0.080508693
1/9/2021,"1,331.47","35,401.73",0.98,"23,174",0.250412785,0.137573746
31/08/2021,"1,328.14","35,353.06",0.96,"23,170",1.131256054,-0.097511183
30/08/2021,"1,313.20","35,387.55",0.97,"23,165",0.924147463,-0.01082243
27/08/2021,"1,301.12","35,391.38",0.95,"23,165",-0.645813473,-0.226972694
26/08/2021,"1,309.55","35,471.80",0.95,"23,170",0.828900306,0.680851551
25/08/2021,"1,298.74","35,231.11",0.95,"23,158",-0.009239298,-0.618472704
24/08/2021,"1,298.86","35,449.68",0.93,"23,154",-2.326332227,0.171968797
23/08/2021,"1,329.43","35,388.77",0.93,"23,156",-3.359435532,0.01709728
20/08/2021,"1,374.85","35,382.72",0.92,"23,160",1.016899679,0.628690476
19/08/2021,"1,360.94","35,160.97",0.93,"23,160",-0.157854388,0.693535058
18/08/2021,"1,363.09","34,917.96",0.94,"23,162",-0.575704302,0.124053229
17/08/2021,"1,370.96","34,874.67",0.95,"23,155",1.019799821,-1.241109631
16/08/2021,"1,357.05","35,310.20",0.94,"23,145",0.295192274,-0.536110413
13/08/2021,"1,353.05","35,500.01",0.9,"23,141",-0.349707458,0.025862492
12/8/2021,"1,357.79","35,490.83",0.95,"23,134",-0.341149209,-0.170968389
11/8/2021,"1,362.43","35,551.56",1,"23,134",0.188811682,0.19602025
10/8/2021,"1,359.86","35,481.94",1.03,"23,139",1.363063479,0.511565855
9/8/2021,"1,341.45","35,300.89",1.09,"23,132",-0.305173292,0.470555297
6/8/2021,"1,345.55","35,135.17",1.13,"23,134",0.806633507,-0.268600218
5/8/2021,"1,334.74","35,229.67",1.1,"23,132",0.172466843,0.433043651
4/8/2021,"1,332.44","35,077.44",1.19,"23,119",1.376851415,0.749233936
